PTNUM,DyadID,mth,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,UsrID
8094,1,0,4,2,4,2,5,NA,5,4,4,5,4,4,3,5,4,NA,1,1,3,3,2,4,4,6,4,4,4,4,5,4,4,4,4,4,5,4,80941
8094,1,3,4,2,5,4,3,4,4,2,4,4,3,2,3,4,2,3,3,2,4,4,4,4,3,4,4,4,4,3,2,3,4,4,4,4,4,4,80941
8094,1,6,3,3,4,5,4,4,5,5,4,5,4,4,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,3,3,4,3,3,2,80941
8094,1,9,3,3,2,2,2,2,2,2,2,NA,3,2,3,3,2,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,3,80941
8094,1,12,4,4,6,4,6,2,2,2,2,6,6,4,2,2,2,2,5,2,6,6,2,2,3,3,3,3,3,4,3,4,3,3,4,3,4,4,80941
8095,0,0,5,5,5,5,5,5,3,5,3,4,4,2,5,3,2,5,2,5,4,5,3,5,2,6,5,4,3,5,4,4,4,4,4,2,3,3,80950
8095,1,0,6,4,5,5,4,6,4,6,5,5,4,5,5,4,5,3,3,4,4,5,5,4,5,7,4,4,5,4,5,5,5,5,4,7,3,5,80951
8095,1,3,4,3,4,7,7,4,1,6,4,7,5,5,4,6,5,2,4,6,5,6,4,6,6,7,4,4,3,5,2,6,3,4,4,5,3,5,80951
8095,1,6,4,6,4,6,4,6,4,7,4,6,5,4,4,7,4,3,2,6,4,7,4,3,5,6,4,5,4,5,4,5,4,7,5,4,3,5,80951
8095,1,9,4,4,5,4,4,5,6,7,4,5,5,7,3,4,4,3,4,6,4,5,3,3,5,4,4,6,4,3,3,6,4,7,3,5,3,5,80951
8095,1,12,4,5,5,6,6,5,5,6,4,4,5,5,4,5,4,5,4,5,5,4,4,5,4,4,7,5,5,4,5,4,5,4,5,7,5,6,80951
8096,0,0,4,6,6,4,7,7,1,2,4,4,4,1,1,3,5,1,2,2,5,5,5,5,2,1,7,1,6,1,2,2,7,1,6,2,7,1,80960
8096,0,3,2,4,5,4,7,5,3,4,2,3,5,1,1,1,7,2,4,2,6,2,5,5,2,2,6,2,6,2,2,2,6,2,7,1,5,1,80960
8096,0,6,4,6,7,2,7,4,1,4,2,5,6,3,3,3,7,2,5,3,6,3,4,3,3,1,7,1,6,2,4,1,7,3,6,1,7,1,80960
8096,0,9,3,6,6,3,7,2,3,3,3,3,6,3,3,3,7,3,4,3,6,3,4,6,3,3,7,3,6,3,4,3,7,3,7,3,6,3,80960
8096,0,12,1,7,4,2,7,4,2,1,1,2,6,1,1,1,7,2,4,1,6,2,4,2,2,1,7,1,6,1,4,1,6,1,7,1,7,1,80960
8096,1,0,2,6,5,2,7,1,2,2,2,2,6,6,2,2,6,2,4,2,6,2,4,6,2,1,7,2,6,2,4,2,7,1,6,2,6,1,80961
8096,1,3,1,7,6,1,7,4,2,4,1,1,7,1,2,1,6,1,2,4,7,4,5,7,1,1,7,1,6,1,2,1,6,1,6,1,6,1,80961
8096,1,6,2,6,6,2,6,3,2,3,2,2,6,2,2,2,6,5,4,1,6,4,4,6,1,1,7,2,6,2,2,2,6,1,7,2,5,1,80961
8096,1,9,3,7,7,2,6,3,2,2,2,1,6,2,2,2,6,2,4,2,6,2,5,6,2,1,6,2,6,2,3,2,6,1,6,2,6,1,80961
8096,1,12,2,7,6,2,7,2,1,2,2,1,7,6,4,2,6,3,3,1,6,2,5,6,2,1,7,1,6,1,2,2,6,1,6,2,6,1,80961
8097,1,0,4,3,7,6,7,5,3,5,2,4,5,6,2,3,5,3,5,5,7,3,3,2,2,6,5,2,6,6,2,4,6,6,6,5,4,7,80971
8098,0,0,4,4,7,5,3,6,1,5,4,4,4,1,1,6,4,2,2,6,4,6,7,3,3,6,4,3,3,3,3,4,7,4,4,6,4,5,80980
8098,0,3,4,5,7,4,2,4,6,1,1,4,5,7,1,1,5,1,1,4,4,2,7,4,1,5,1,7,1,1,1,1,5,7,1,1,1,1,80980
8098,0,6,4,4,5,3,7,6,3,3,4,4,7,7,1,4,6,4,3,4,6,7,7,7,4,2,5,5,5,2,1,4,6,7,3,1,3,3,80980
8098,0,12,1,7,5,1,6,2,1,1,1,4,7,1,1,1,1,1,1,1,2,3,7,7,6,1,1,2,1,1,1,2,1,7,1,1,1,4,80980
8098,1,0,2,1,6,6,6,4,1,4,1,1,4,2,2,6,6,2,4,2,6,2,2,2,2,6,3,6,6,2,6,2,6,6,6,4,6,2,80981
8098,1,3,1,1,7,4,4,4,7,1,1,6,5,4,2,1,4,1,4,1,4,4,4,2,3,2,5,1,5,1,7,4,4,2,6,7,6,1,80981
8098,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80981
8098,1,9,4,4,4,4,4,4,3,3,5,4,5,3,5,5,3,5,5,3,4,4,5,4,5,3,3,5,4,4,5,3,5,3,4,4,4,4,80981
8098,1,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80981
8099,0,0,5,7,7,4,7,5,4,1,5,4,2,2,2,2,6,1,5,2,6,4,3,4,3,2,6,2,6,1,5,1,6,1,7,4,6,4,80990
8099,0,3,5,4,7,2,7,4,2,2,2,4,6,1,1,1,7,1,6,1,6,2,2,7,2,1,6,1,6,1,6,2,7,1,7,2,7,3,80990
8099,0,6,2,1,7,2,7,4,2,1,2,4,7,1,1,1,6,1,6,1,6,2,1,1,1,2,6,1,7,1,7,1,6,1,7,2,7,2,80990
8099,0,9,3,4,6,5,6,3,2,4,3,4,7,1,1,1,7,1,6,1,7,5,2,6,2,1,6,4,6,2,6,2,6,1,7,2,7,2,80990
8099,1,0,4,7,7,2,7,1,2,1,2,1,7,4,1,1,6,1,7,1,7,1,5,7,1,1,7,1,7,1,1,1,7,1,7,1,5,1,80991
8099,1,3,2,7,7,4,7,1,1,1,4,4,7,4,1,1,7,1,4,1,7,1,3,1,1,1,7,1,7,1,4,1,7,1,7,1,7,1,80991
8099,1,6,1,7,7,1,7,1,7,1,1,1,7,4,1,1,4,1,7,1,4,1,4,7,1,1,7,1,4,1,7,1,7,1,7,1,6,1,80991
8099,1,9,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,2,7,1,7,2,7,1,7,1,80991
8099,1,12,1,7,7,1,7,1,2,1,1,1,7,4,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,1,1,7,1,7,1,80991
8100,0,0,5,6,5,2,6,2,4,3,5,4,6,2,5,2,6,1,4,1,6,2,2,6,3,2,6,2,6,2,5,1,6,1,7,2,6,2,81000
8100,0,3,4,6,6,2,6,2,2,1,2,4,6,4,2,1,6,1,5,1,6,2,5,6,2,2,6,2,6,2,5,2,6,1,7,2,7,3,81000
8100,0,6,6,7,6,2,6,2,4,2,3,4,6,2,2,2,6,1,6,2,6,2,5,6,2,2,7,1,7,2,5,2,7,1,7,2,6,3,81000
8100,0,9,2,7,6,2,6,1,2,2,2,1,6,2,2,1,6,1,6,2,6,2,2,7,2,2,6,1,6,2,6,1,6,1,6,2,6,5,81000
8100,0,12,2,7,6,2,6,2,2,2,2,1,6,2,2,1,6,1,6,1,6,2,2,7,2,2,6,1,6,2,6,1,6,2,6,2,6,3,81000
8100,1,0,1,5,7,3,7,3,1,5,1,2,7,2,1,2,1,1,7,5,7,2,1,3,1,5,7,2,7,2,7,1,7,7,7,2,4,5,81001
8100,1,12,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,5,1,7,1,7,5,81001
8101,0,0,1,5,7,2,7,2,1,2,1,1,7,1,1,3,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,6,1,7,2,81010
8101,0,3,4,3,5,3,7,4,1,4,3,2,7,1,2,4,5,3,5,3,5,4,3,5,1,2,5,1,5,2,5,3,5,1,5,3,5,3,81010
8101,0,6,1,6,6,2,7,2,1,2,1,1,1,1,1,2,7,1,6,1,7,1,1,6,1,1,6,1,6,1,6,1,6,1,6,1,6,2,81010
8101,0,9,1,6,7,1,7,2,1,2,1,2,7,1,1,2,6,1,4,1,7,2,4,7,1,1,6,1,6,1,6,1,6,1,6,1,6,2,81010
8101,0,12,1,6,7,2,7,1,1,1,1,1,7,1,1,1,7,1,5,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,2,81010
8101,1,0,2,5,7,5,6,6,3,2,2,2,6,2,2,5,6,2,5,2,6,5,2,3,2,2,6,1,7,1,6,2,7,1,5,4,5,7,81011
8101,1,3,1,6,6,2,6,3,2,2,1,2,6,2,1,2,6,1,6,2,6,4,3,5,1,1,7,1,7,2,6,1,6,1,7,2,5,2,81011
8101,1,6,2,7,5,2,5,3,2,2,2,3,5,2,3,2,6,1,5,2,5,5,2,6,2,1,6,1,7,1,6,1,6,1,6,1,6,7,81011
8101,1,9,2,5,6,1,6,5,2,1,2,3,6,1,1,2,7,2,5,2,5,3,2,6,1,1,7,1,7,2,5,2,7,1,7,1,6,2,81011
8101,1,12,1,6,6,2,6,2,2,3,1,2,6,1,2,1,7,2,6,2,6,3,2,6,1,2,7,1,6,1,6,2,6,1,7,5,5,5,81011
8102,0,0,7,2,5,2,5,4,6,5,5,6,6,7,5,6,2,4,3,6,5,6,5,5,4,4,4,4,4,1,4,6,6,5,5,6,5,6,81020
8102,0,3,5,6,6,3,5,3,3,3,5,5,5,5,3,3,2,3,2,3,5,3,5,5,3,2,5,2,5,5,2,3,5,3,5,3,3,2,81020
8102,0,6,4,5,5,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,3,5,3,3,5,3,5,3,5,3,5,3,5,3,5,3,81020
8102,0,9,4,5,5,2,5,3,3,3,5,3,5,3,3,3,5,3,3,3,5,3,5,5,3,3,5,2,5,2,2,2,5,2,5,2,2,1,81020
8102,0,12,5,5,5,3,5,3,2,2,2,5,2,2,2,2,6,2,1,2,5,2,6,5,2,2,5,2,5,5,2,2,5,2,5,2,2,2,81020
8102,1,0,7,1,6,5,7,7,7,7,1,7,2,7,1,5,5,5,1,7,5,2,7,1,1,7,6,2,5,5,2,5,6,1,5,4,5,7,81021
8102,1,3,4,4,5,5,2,3,4,5,5,7,5,5,4,4,4,4,4,4,5,5,5,5,5,6,5,6,6,6,6,4,4,4,4,4,4,4,81021
8102,1,6,7,5,4,7,4,4,4,7,6,7,4,7,4,6,6,4,5,3,4,6,5,5,5,5,5,6,6,5,5,6,5,6,5,5,6,6,81021
8102,1,9,7,7,7,5,5,4,4,4,4,5,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,6,4,4,4,81021
8102,1,12,4,5,3,4,4,4,4,4,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,2,5,5,4,3,4,4,4,4,4,4,81021
8103,0,0,7,7,7,7,7,7,1,7,1,7,7,7,1,7,4,7,1,7,7,7,7,1,1,7,7,1,7,7,7,7,7,1,7,7,7,7,81030
8103,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81030
8103,0,6,3,7,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,81030
8103,0,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81030
8103,0,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81030
8103,1,0,2,5,3,5,4,5,3,5,4,4,4,4,4,4,5,4,6,3,5,4,3,4,4,4,4,5,5,3,3,3,3,3,5,5,3,6,81031
8103,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81031
8103,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81031
8103,1,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81031
8103,1,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,81031
8104,0,0,3,6,6,2,7,6,2,4,2,5,6,2,2,2,6,2,6,5,6,5,2,6,1,6,6,3,6,2,6,4,6,2,6,2,6,6,81040
8104,0,3,4,7,7,1,7,3,2,2,2,2,6,2,1,1,6,1,6,1,6,2,3,1,2,1,6,2,6,1,7,2,6,2,4,2,6,2,81040
8104,0,6,2,2,6,2,7,2,1,1,1,2,6,1,1,2,7,1,7,1,7,1,1,7,1,2,6,2,6,2,2,4,6,2,4,6,5,2,81040
8104,0,9,2,6,6,2,6,4,2,2,2,2,6,2,2,2,6,2,6,2,6,2,2,6,2,2,6,2,6,2,6,6,6,2,6,2,6,2,81040
8104,0,12,1,1,6,2,6,2,1,1,1,2,6,2,2,1,1,1,6,1,2,2,2,1,2,2,7,1,6,1,6,2,6,1,6,1,7,1,81040
8104,1,0,2,2,6,6,6,6,2,6,2,5,5,5,2,5,6,4,4,4,6,5,4,2,2,4,6,3,6,4,4,2,6,2,5,3,5,5,81041
8104,1,3,1,1,7,6,7,6,2,6,1,5,2,4,2,6,7,4,4,2,6,4,4,2,1,6,7,4,7,4,4,1,7,4,6,4,6,5,81041
8104,1,6,1,4,7,4,7,4,1,4,1,4,7,4,1,4,7,1,7,4,7,1,1,4,1,4,7,4,7,4,7,1,7,4,7,1,4,4,81041
8104,1,9,2,4,6,6,6,2,2,5,6,2,6,2,2,4,6,2,4,2,6,2,2,2,2,4,6,2,6,2,6,2,6,2,6,2,6,4,81041
8104,1,12,1,2,6,6,6,6,2,6,6,4,6,2,2,4,6,4,5,4,6,2,4,4,2,4,6,4,7,2,4,4,6,2,6,2,6,4,81041
8105,0,0,2,6,7,2,5,5,1,5,2,6,6,5,2,3,6,5,5,3,5,2,2,6,1,1,6,2,6,2,5,2,6,3,5,1,3,2,81050
8105,1,0,2,2,5,6,7,6,5,5,6,5,3,6,5,5,6,6,3,5,5,6,6,2,3,3,7,3,7,3,5,5,7,3,7,6,3,7,81051
8106,0,0,2,6,7,2,5,3,1,2,1,2,7,4,1,2,7,1,4,2,6,2,4,7,1,2,6,2,7,1,4,2,6,3,7,2,6,2,81060
8106,0,3,6,6,7,1,7,5,1,5,7,5,7,4,1,1,7,1,5,1,7,1,2,1,1,1,7,1,6,2,6,2,6,5,6,1,6,2,81060
8106,0,6,1,2,7,2,7,2,1,2,1,2,7,2,1,2,7,1,6,2,7,2,2,1,1,1,7,2,7,1,6,1,6,2,6,2,6,2,81060
8106,0,9,1,6,7,4,7,4,1,4,1,4,7,2,1,2,7,1,6,2,7,2,2,7,1,1,7,1,7,1,6,5,7,3,6,4,2,3,81060
8106,1,0,6,4,1,4,1,4,7,4,7,4,4,4,6,4,6,1,4,4,2,4,4,4,4,2,6,1,5,4,4,4,2,4,4,6,3,6,81061
8106,1,3,4,4,3,4,2,4,6,2,5,4,3,4,5,2,5,1,2,2,2,4,4,5,4,2,6,3,6,4,3,4,4,3,4,3,4,2,81061
8106,1,6,4,4,4,4,1,4,2,4,2,1,4,4,5,2,4,2,4,2,4,2,2,4,1,1,7,1,4,4,2,2,4,2,4,2,4,4,81061
8106,1,9,4,4,2,6,2,4,5,3,4,4,2,4,5,4,4,2,2,4,4,4,4,4,4,5,4,2,4,4,4,4,2,4,4,4,4,4,81061
8106,1,12,2,4,2,4,3,4,4,2,2,2,4,4,4,2,6,2,4,2,4,2,4,4,4,2,6,2,6,2,4,2,4,2,4,2,3,4,81061
8107,0,0,2,6,7,3,6,4,1,7,5,4,5,2,2,1,7,3,6,1,6,3,4,6,1,1,6,3,6,1,7,1,5,2,4,5,7,4,81070
8107,0,3,1,6,7,2,6,2,1,4,2,4,7,3,1,1,7,2,5,2,6,2,1,6,1,1,6,2,7,1,6,2,6,1,6,1,6,2,81070
8107,0,6,1,6,7,2,7,1,1,1,7,1,1,2,1,2,6,1,7,1,6,2,2,5,1,1,6,1,7,1,6,1,7,1,6,1,7,3,81070
8107,0,9,2,7,6,1,7,2,1,1,1,2,7,1,1,2,7,2,4,1,1,1,1,1,1,1,7,1,7,1,6,1,6,1,1,1,7,2,81070
8107,0,12,2,3,7,2,6,1,1,3,1,1,6,2,2,1,7,3,6,1,7,1,1,2,1,1,7,1,7,1,7,1,7,1,7,1,6,4,81070
8107,1,0,2,3,7,5,7,6,2,2,2,2,7,1,1,4,7,1,7,1,7,4,1,6,2,5,7,1,7,1,7,1,7,1,7,1,6,6,81071
8107,1,3,1,3,6,5,5,5,1,1,1,5,7,7,1,1,7,1,6,1,6,3,7,3,2,1,7,1,7,3,7,4,7,1,7,1,7,6,81071
8107,1,6,1,2,7,5,7,4,1,4,2,1,7,2,1,3,7,1,7,1,7,1,1,7,1,2,7,1,7,4,7,1,7,2,7,1,6,6,81071
8107,1,9,7,6,7,7,7,6,1,5,1,4,7,7,1,2,7,2,7,1,7,6,1,6,1,4,7,1,7,2,7,2,7,5,7,1,7,7,81071
8107,1,12,1,7,7,4,7,7,1,1,1,1,7,7,1,1,1,1,7,1,7,1,1,1,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81071
8108,0,0,3,3,7,4,7,5,1,4,4,2,7,4,2,4,7,1,6,1,7,4,2,7,1,2,7,2,7,1,6,1,7,1,7,2,7,6,81080
8108,0,3,4,6,7,5,7,6,1,5,6,4,7,4,2,5,3,1,5,4,7,3,3,5,1,3,6,3,4,2,4,2,7,2,5,3,4,7,81080
8108,0,9,4,5,7,4,7,4,1,4,4,2,7,4,2,4,7,1,6,4,7,4,6,7,1,4,7,4,6,2,6,2,7,1,6,1,6,6,81080
8108,0,12,2,6,7,2,7,2,1,2,2,2,7,1,2,2,7,1,6,1,7,3,2,6,1,2,7,2,6,1,7,2,7,1,7,2,7,6,81080
8108,1,0,3,6,7,6,7,7,2,6,2,2,7,2,2,3,7,4,3,2,7,4,6,6,2,4,7,2,6,2,5,4,6,6,6,2,7,6,81081
8108,1,3,1,7,6,4,7,7,3,7,3,2,7,1,1,6,6,6,6,5,7,7,7,6,2,5,7,5,6,3,3,2,7,2,7,6,6,7,81081
8108,1,6,2,6,6,6,6,7,2,7,2,1,6,1,1,5,7,2,3,5,7,3,6,4,2,5,7,2,6,3,2,1,6,4,5,5,6,6,81081
8108,1,9,2,6,6,3,7,6,1,6,2,2,6,5,1,3,5,2,2,2,7,4,6,3,3,1,7,3,6,2,5,2,6,2,5,4,5,4,81081
8108,1,12,2,6,7,5,6,5,1,5,1,2,7,1,1,2,6,4,5,2,5,6,6,3,2,5,7,4,6,3,3,2,6,2,6,4,6,5,81081
8109,0,0,1,6,7,2,7,2,1,2,1,3,7,6,1,2,1,2,7,1,7,1,1,3,1,2,7,2,7,2,7,1,7,1,7,2,6,2,81090
8109,0,3,1,7,7,2,7,1,1,1,1,1,7,1,1,1,7,4,6,1,7,1,1,6,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81090
8109,0,6,1,7,7,1,7,1,1,1,1,1,7,5,1,1,7,2,7,1,7,1,1,6,1,1,7,1,7,2,7,1,7,1,7,1,7,5,81090
8109,0,9,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,81090
8109,0,12,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,6,1,7,1,2,7,1,1,7,1,7,1,6,1,7,1,7,1,7,2,81090
8109,1,0,2,6,6,5,6,2,2,4,2,1,7,5,3,3,6,3,3,1,7,3,3,7,2,1,6,2,6,3,5,6,6,4,7,2,7,2,81091
8109,1,3,1,7,7,5,7,2,2,1,1,1,6,1,2,1,7,2,7,1,6,1,1,7,2,1,7,1,6,2,6,1,7,2,7,2,7,6,81091
8109,1,6,1,6,6,3,7,2,2,2,1,1,7,1,1,2,7,2,6,1,7,1,2,6,2,2,7,1,7,2,6,2,7,4,7,2,7,6,81091
8109,1,9,2,7,7,2,7,2,2,1,1,2,7,1,1,1,6,2,6,1,7,2,2,7,1,1,7,1,7,3,7,3,7,2,7,2,7,4,81091
8109,1,12,2,7,7,4,7,1,1,2,1,1,7,2,1,2,7,2,6,1,7,1,7,6,2,1,6,1,7,2,6,3,7,3,7,2,7,5,81091
8110,0,0,5,7,6,1,6,5,1,1,5,5,5,2,1,1,4,1,3,1,5,1,5,7,2,2,2,1,2,2,2,1,2,6,2,1,1,1,81100
8110,0,3,1,2,6,1,7,6,1,5,2,7,4,1,1,4,2,2,6,6,1,5,6,7,1,4,6,2,5,6,2,1,4,5,1,3,1,1,81100
8110,0,6,3,7,5,1,7,6,2,2,2,6,7,5,1,2,6,3,1,6,3,6,7,1,1,1,5,6,6,7,1,6,6,1,1,5,1,1,81100
8110,1,0,6,2,2,7,2,6,6,7,6,6,2,6,6,6,3,1,2,7,2,7,7,2,4,7,3,5,6,7,2,4,5,6,2,7,2,7,81101
8110,1,6,6,2,2,7,6,7,7,7,7,7,4,5,6,7,3,4,1,7,2,7,7,1,5,5,5,4,6,2,3,2,6,2,5,7,2,6,81101
8110,1,9,6,3,3,7,5,5,5,5,7,7,3,6,6,5,5,4,2,5,5,5,6,3,5,6,2,5,5,5,2,5,3,6,3,5,3,6,81101
8111,0,0,1,2,7,2,7,2,1,2,1,1,7,2,1,1,7,1,5,2,7,2,3,7,1,2,7,1,7,1,6,1,7,7,7,1,3,1,81110
8111,0,3,1,6,7,3,7,2,1,2,1,2,7,1,1,6,7,1,7,2,7,2,1,6,1,2,1,2,7,1,7,2,7,1,7,2,6,5,81110
8111,1,0,5,3,5,5,6,5,3,6,2,4,5,5,3,5,6,5,2,4,5,5,5,3,3,3,5,3,4,5,3,5,6,4,5,6,4,6,81111
8111,1,3,3,5,5,5,6,6,3,6,4,3,5,3,4,6,5,5,5,5,5,6,3,4,3,3,5,3,5,3,3,5,5,3,5,6,4,6,81111
8111,1,6,3,5,6,4,6,5,2,5,3,4,3,3,3,5,5,5,5,3,5,5,5,5,5,3,5,3,5,5,3,5,5,3,5,6,5,6,81111
8111,1,9,4,3,5,5,6,5,2,5,4,4,5,4,3,5,4,5,4,5,5,5,4,3,3,2,5,5,5,3,4,5,5,3,5,6,5,6,81111
8111,1,12,5,5,5,6,6,6,3,6,5,4,5,2,3,5,3,3,3,3,3,5,5,3,3,2,5,2,5,3,3,5,6,2,6,3,5,7,81111
8112,0,0,1,1,7,5,7,7,1,7,1,7,7,1,1,7,7,5,7,4,7,5,2,2,1,7,7,4,7,1,7,5,7,1,7,1,7,5,81120
8112,1,0,7,4,4,4,7,1,1,7,7,1,4,1,1,4,1,1,1,1,4,7,7,4,4,7,1,1,4,7,1,7,7,7,7,7,1,7,81121
8112,1,3,4,3,4,4,4,7,4,7,7,4,4,5,4,5,6,3,4,5,4,3,5,4,7,4,5,6,5,4,7,4,5,6,7,4,5,4,81121
8112,1,6,7,7,4,4,4,1,6,1,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,5,4,3,4,5,4,3,4,4,3,4,4,3,81121
8112,1,12,7,4,1,4,1,7,7,7,7,7,1,4,7,4,1,1,1,7,1,7,7,4,7,7,1,4,4,4,1,4,4,7,4,7,4,4,81121
8113,0,0,2,2,4,2,5,2,2,2,2,6,6,2,2,2,6,2,5,3,4,2,2,6,2,2,6,2,6,2,6,6,6,4,6,2,6,2,81130
8113,1,0,1,4,7,4,4,5,3,4,4,4,4,6,5,5,3,4,5,7,4,5,4,4,3,4,2,4,4,4,4,4,4,5,7,5,3,5,81131
8113,1,3,4,4,6,5,7,7,3,4,4,6,4,7,3,4,4,4,2,6,4,6,4,4,3,3,1,6,5,4,4,4,4,4,4,4,2,7,81131
8113,1,6,4,4,5,3,4,5,4,4,5,6,4,7,4,3,3,3,4,6,4,6,4,5,4,4,2,4,5,1,4,4,5,3,5,3,3,4,81131
8113,1,9,4,6,4,4,5,4,4,3,4,4,4,4,4,3,3,4,4,6,4,4,3,5,3,4,2,4,6,3,3,4,6,4,7,4,3,2,81131
8113,1,12,4,5,4,4,4,4,4,3,4,4,4,5,4,2,2,2,4,3,4,4,3,5,4,4,2,4,4,2,5,3,4,2,5,4,3,1,81131
8114,0,0,2,4,6,5,6,6,2,6,2,3,6,1,3,6,6,5,3,3,6,6,5,3,2,3,7,3,7,2,4,3,7,1,7,3,6,6,81140
8114,0,3,3,5,6,6,6,6,2,6,2,5,6,3,2,5,6,3,5,2,5,5,3,4,2,4,6,3,6,2,5,2,6,2,6,4,3,5,81140
8114,0,6,1,4,6,4,7,5,2,5,2,3,7,2,2,4,7,5,7,3,6,5,2,5,2,2,7,2,6,1,7,2,6,2,7,1,5,2,81140
8114,0,9,2,2,6,5,6,6,2,5,2,6,6,4,3,5,6,4,5,5,5,5,3,4,2,3,5,5,5,3,4,4,5,3,6,3,5,4,81140
8114,0,12,6,6,6,4,6,5,6,5,2,3,6,3,3,4,6,4,6,3,5,5,2,4,2,5,5,4,6,4,6,4,6,3,7,2,5,3,81140
8114,1,0,2,5,5,3,2,3,5,2,3,2,5,2,5,2,5,2,3,2,5,3,6,6,4,2,5,3,5,1,3,4,5,2,5,2,5,2,81141
8114,1,3,4,6,5,3,2,2,2,3,3,3,4,4,4,2,5,2,3,2,4,3,6,5,5,1,4,4,5,1,3,4,5,2,4,2,3,2,81141
8114,1,6,5,7,4,3,2,1,5,3,5,2,4,3,5,3,5,2,3,3,4,4,5,2,5,2,5,3,5,2,3,4,4,4,5,2,5,2,81141
8114,1,9,4,2,4,2,2,2,4,2,5,4,4,4,4,4,5,2,4,3,3,4,4,4,5,1,4,4,5,3,4,4,5,2,5,1,3,1,81141
8114,1,12,5,5,4,3,3,3,5,4,4,4,3,4,4,3,5,3,3,2,5,4,5,6,4,1,5,5,5,1,3,4,5,2,5,1,5,1,81141
8115,0,0,1,3,6,4,3,5,4,5,3,5,5,6,3,5,6,4,4,3,5,5,3,4,2,5,7,3,7,2,5,3,5,3,6,4,5,3,81150
8115,0,3,1,3,7,3,4,6,3,5,1,4,3,5,2,5,7,2,6,5,5,5,2,3,2,5,6,3,7,5,6,3,7,5,7,3,5,5,81150
8115,0,6,1,3,6,3,6,3,1,5,1,5,6,5,1,4,7,4,6,3,6,5,2,2,2,5,7,4,7,3,7,2,7,3,7,4,6,5,81150
8115,0,9,1,2,6,5,5,6,3,5,1,5,6,4,3,5,6,3,5,3,5,5,2,3,2,6,6,4,6,2,6,3,7,4,5,4,6,4,81150
8115,0,12,1,1,5,5,5,6,3,6,2,6,5,5,2,6,6,4,5,5,5,5,2,3,2,6,6,4,6,4,5,4,6,6,6,5,5,5,81150
8115,1,0,2,5,7,4,4,7,3,3,3,4,5,6,3,3,5,2,5,4,5,4,3,5,2,3,7,7,6,3,6,5,7,3,5,5,5,6,81151
8115,1,3,4,6,6,3,5,2,2,2,2,5,5,7,2,2,6,2,6,2,6,2,2,7,2,2,7,2,7,2,6,2,6,2,6,4,4,2,81151
